,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
178,Tere Jaisa,Satyamev Jayate,"Tulsi Kumar, Arko",Arko,Arko,2018,Tere jaisa mujhko bana de Mera na dooja koyi Sant aur peer huye sab rab ke Sant aur peer huye sab rab ke Main to teri hoyi Tere jaisa mujhko bana de Mera na dooja koyi Mujhe bas yaar yaar ik baar baar Rab tu hai to dila de Sab vaar vaar har baar baar Mere yaar yaar se mila de x (2) Main jahan jahan gaya wahan Basar fizool tha Bas ek teri unhin nigahon ko Hamesha dhoondta Mere raat ki subah Mere dard ki dava Na zameen na aasman Ho hamare darmiyan Mujhko wajood de ya koyi namm de Chaahe tu de de saza bhi Mera hak main tujhmein khoyi Mera hak main tujhmein khoyi Dard hua na zara bhi Tere jaisa mujhko bana de Mera na dooja koyi Mujhe bas yaar yaar ik baar baar Rab tu hai to dila de Sab vaar vaar har baar baar Mere yaar yaar se mila de x (2)
179,Little Little,Yamla Pagla Deewana Phir Se,Harrdy Sandhu,D Soldierz,D Soldierz,2018,Kal se hai band Aaj muje peene do Marne se pehle Thoda bohat jeene do La mittar glass phada de Thoda chikan tikka la de Yaaran da shonk bada ni Bas little little paa de Abhi kal ke hangover se To hum nikle bhi nahi the Yaaron ne peg bana diya But kaise isko peete Par sabko peeta dekh ke Mera mann to thoda dola Phir dost mera bola Ae bhai little little kar le Main litre litre pee gata Bhai little little karke x (2) Sab glitter glitter ho gaya Bhai little little karke Main litre litre pee gata Bhai little little karke Ho raha ae yahan drama drama Ho raha ae yahan drama x (2) Ib tera bhai piyega DJ ka floor hilega Ek number le chuka hai Bhai tera abhi aur bhi lega Oh meri laal pari Aaja mere paas tu aaja Soda daal ke bachche peete Jatt nu ajj neat pila ja Abhi kal ke hangover se To hum nikle bhi nahi the Yaaron ne peg bana diya But kaise isko peete Par sabko peeta dekh ke Mera mann to thoda dola Phir dost mera bola Ae bhai little little kar le Main litre litre pee gata Bhai little little karke x (2) Sab glitter glitter ho gaya Bhai little little karke Main litre litre pee gata Bhai little little karke
180,Bhar De Hamaara Glass,Karwaan,Saba Azad,Imaad Shah,Imaad Shah,2018,Oho ho ho mere yaar Chhota sa apna kaarobaar Kuchh buddhi mil jaaye to Humein bhi thodi de udhaar Sathi bhar de hamaara glass Bata de tere amar hone ka raaz Akela kyun hai re bandhu Jab hum sab hain tere sath Ab se jaayega jidhar tu Tujhe milenge do hath Iss life ke baad na kuchh hai Aur upar hai bas aasmaan Log judte gaye aur banta gaya Karwaan meri jaan Oho ho ho mere yaar Kaafi tez hai yeh dhaar Tedhi medhi si duniya mein Ho jayega beda paar Sathi bhar de hamaara glass Bata de tere amar hone ka raaz
181,Thenge Se,Mulk,"Sunidhi Chauhan, Swanand Kirkire, Suvarna Tiwari",Prasad Sashte,Shakeel Azmi,2018,"Saiyan ne pyar maanga Dil ka karar maanga Sautan ko nakdi di Humse udhar maanga Chor ki daadhi thi Daadhi mein timka tha Saiyan bedardi to Ghode sa hinka tha Pakdi kalayi thi Akhiyan dabayi thi Saiyan miyan hamre lagte the Bhenge se, bhenge se Bhenge bhenge bhenge se Main boli thenge se x (6) Saiyan ne hath maanga Do pal ka sath maanga Hum thode sharmaye Kuchh aisa raat maanga Dekhan mein bhole the Par mann ke dole the Yeh mughal-e-azam ho To hum bhi sholay the Unne jo chheda tha Humne khadeda tha Chipki thi unki nazrein humre Lehnge se, lehnge se Lehnge lehnge lehnge se Main boli thenge se x (6) Begum se humne jo Thoda sa pyar manga Badle mein begum ne Meena bazaar maanga Sone ka baala ho Motiyan ki maala ho Heere ki jhunni ho Chaandi ka jhaala ho Taare dupatte pe Sab kuchh tha batte pe Yoon shauk begum bola ke the Mehange se, mehange  se Mehange mehange mehange  se Main bola thenge se x (6)"
182,Dil Meri Na Sune,Genius,Atif Aslam,Himesh Reshammiya,Manoj Muntashir,2018,"Maine chhaani ishq ki gali Bas teri ahatein mili Maine chaha chahun na tujhe Par meri ek na chali Ishq mein nigahon ko Milti hain baarishein Phir bhi kyun kar raha Dil teri khwahishein Dil meri na sune Dil ki main na sunoon Dil meri na sune Dil ka main kya karoon x (2) Laya kahan mujhko yeh moh tera Raatein na ab meri, na mera savera Jaan lega meri yeh ishq mera Ishq mein nigahon ko Milti hain baarishein Phir bhi kyun kar raha Dil teri khwahishein Dil meri na sune Dil ki main na sunoon Dil meri na sune Dil ka main kya karoon x (2) Dil to hai dil ka kya gustaakh hai yeh Darta nahi pagal bebaak hai yeh Hai rakeeb khud ka hi ittefaz hai yeh Ishq mein nigahon ko Milti hain baarishein Phir bhi kyun kar raha Dil teri khwahishein Dil meri na sune Dil ki main na sunoon Dil meri na sune Dil ka main kya karoon x (2)"
183,Tajdar E Haram,Satyameva Jayate,Wajid,Sajid Wajid,Danish Sabri,2018,"Noor-e-khuda karam ki nazar ho Maula meri dua mein asar ho Yeh maujza dikhaye khudaya Mere tadap ki unko kahbar ho Haal-e-dil ya nabi appke saamne Sar jhuka kar kahenge hum Tajdar-e-haram Tajdar-e-haram Ho nigahein karam, ho karam Tajdar-e-haram Tajdar-e-haram Ho nigahein karam Hum gareebon ke din bhi Sawar jaayenge Tajdar-e-haram Tajdar-e-haram"
184,Lag Ja Gale,Saheb Biwi Aur Gangster 3,Jonita Gandhi,Rana Mazumder,Raja Mehdi Ali Khan,2018,Lag ja gale ke phir yeh Haseen raat ho na ho Shayad phir is janam mein Mulakaat ho na ho Lag ja gale ae ae Humko mili hain aaj yeh Ghadiyan naseeb se x (2) Jee bhar ke dekh lijiye Humko kareeb se Phir aap ke naseeb mein Yeh baat ho na ho Shayad phir is janam mein Mulakaat ho na ho Lag ja gale ae ae Paas aaiye ke hum nahi Aayenge baar baar x (2) Baahein gale mein daal ke Hum ro lein zaar zaar Aakhon se phir yeh pyar ki Barsaat ho na ho Shayad phir is janam mein Mulakaat ho na ho Lag ja gale ke phir yeh Haseen raat ho na ho Shayad phir is janam mein Mulakaat ho na ho Lag ja gale ae ae
185,Khel Khel Mein,Gold,"KK, Sachin-Jigar",Sachin-Jigar,Javed Akhtar,2018,"Jab humko mila maidan to Ban jaynege toofan woh Jo katraaye badhta jaaye Badh ke har bandish ko tod de Roke se nahi rukna hai Dhokhe se nahi jhukna hai Ab lenge hum bas wohi kadam Arre jo rasta mazil ko jod de Aankhon mein jaagta ek khwaab hai Kuchh kar dikhane ke liye Hum to jaayein jahaan Ban jaaye dastaan Saare zamaane ke liye Chal yaar tu sabko pichhe chhod de Khel khel mein taal-mel mein Lapak jhapak ke niklenge hum Kabhi idhar se, kabhi udhar se Patak patak ke niklenge x (2) Ho asaaniyon se kuchh nahi milta Kathnaaiyon ke pal bhi aayenge Himmat agar na humne haari to Jeet jayenge Hum jo chalenge hausla leke Lakhon karodon ki dua leke Baadal ka saya banke Maidan pe hum chhaayenge Kismat ki kalayi yaar mod de Jab humko mila maidan to Ban jaynege toofan woh Jo katraaye badhta jaaye Badh ke har bandish ko tod de Roke se nahi rukna hai Dhokhe se nahi jhukna hai Ab lenge hum bas wohi kadam Arre jo rasta mazil ko jod de Khel khel mein taal-mel mein Lapak jhapak ke niklenge hum Kabhi idhar se, kabhi udhar se Patak patak ke niklenge x (2)"
186,Rasta Rasta,Gold,"Sukhwinder Singh, Sachin-Jigar",Sachin-Jigar,Javed Akhtar,2018,"Din aaye, din jaaye Te mann peya sapne sajaaye Te mann peya sapne sajaaye Din aaye, din jaaye Mann sapne sajaaye Hum chalein hain to chalte hi jaayein Jo to samay hai kahani pal pal anjaani Kya hona hai yeh kaise batayein x (2) Sun kehti hai yeh dagar dagar Bas nazar hain jo sapne Taaron se chamke dagar dagar Chal nagar nagar sang apne Rasta rasta deewarein hain Kadam kadam par mod Chalta chal sapnon ke raahi Tu himmat na chod  x (2) Jagmagate chehre hain Aankhon mein hai armaan Ruk nahi sakte kahin Aise hain yeh toofan Ho yeh musafir ek din Manzil pe milne hain Bijliyan kitni girein Yeh phool khilne hain Yeh phool khilne hain Din aaye, din jaaye Mann sapne sajaaye Hum chalein hain to chalte hi jaayein Jo to samay hai kahani pal pal anjaani Kya hona hai yeh kaise batayein x (2) Sun kehti hai yeh dagar dagar Bas nazar hain jo sapne Taaron se chamke dagar dagar Chal nagar nagar sang apne Rasta rasta deewarein hain Kadam kadam par mod Chalta chal sapnon ke raahi Tu himmat na chod  x (2)"
187,Fu Bai Fu,Fanney Khan,Monali Thakur,Amit Trivedi,Irshad Kamil,2018,"Oh re lala, oh lala Oh lala jhinga lala x (3) Oh re lala, oh lala, oh lala Sheela ki jawani se huyi be-aaraami Munni ke shehar mein badi hai badnaami Aayi thi gulabo bhi ittar lagaye Ik ladki ko dekha to aisa laga Arre chhoo gayi, chhoo gayi, chhoo Fu bai fu, fu gaadi fu Heer huyi sad Usse lag gayi loo Usse lag gayi loo x (2) Jaane kyun deewani thi yedi mastaani Dangal mein ladki ne ki thi pehalwani Baby doll sone ki kyun hai bhala Bhaag bhaag Milkha re aayi bua Kyun bhai kyun x (3) Fu bai fu, fu gaadi fu Heer huyi sad Usse lag gayi loo Usse lag gayi loo x (2) Mongambo khush hua ha ha ha Don ko pakadna mushkil hi nahi namumkin hai Kitne aadmi the Ka ka ka ka Kiran Thappad se darr nahi lagta sahab Pyar se lagta hai Kuchh kuchh hota hai tum nahi samjhoge Bade bade deshon mein aisi Chhoti chhoti baatein Hoti rehti hain Senorita Ek baar jo maine commitment kar di To main apne aap ki bhi ni sunta Aata maajhi satakli Hum tum mein itne chhed karenge Ki tum confuse shhh… Aye didi tera devar deewana Bole you are my sohniya Ho meri sohniya re Chappa chappa charkha ghar se nikal ke Kuchh door chalte hi kho diya Ho maine kho diya re Mary Kom karti hai dishum dishum dekho Zinda hai tigar na badi badi phenko Babhubali sab pe hai bhaari bada Beech beech beech mein yeh gaana bhi ga Yoon bhai yoon, yoon bhai yoon Yoon bhai yoon yoon yoon Fu bai fu, fu gaadi fu Heer huyi sad Usse lag gayi loo Usse lag gayi loo x (5)"
188,Tere Jaisa Tu Hai,Fanney Khan,Monali Thakur,Amit Trivedi,Irshad Kamil,2018,"Paglayi paglayi duniya yeh logon ko Padhti hai akhbaron ki tarah Dekhe woh jismon se aage bhi thoda sa Baaton ke pichhe bhi jhaanke zara Jo hai chhupa, jo na padha Kitna kuchh hai aisa likha Nazron mein jo aaya nahi Duniya waalon ko na dikha Tere jaisa tu hai Mere jaisi main hoon x (2) Tere mere jaisa koyi hoga kyun Tere jaisa tu hai Mere jaisi main hoon Chamkeele kaagaz si Muskaanein hain in honton pe Beimaani saawar hum Jaise ho in choton pe Sach mein kabhi hass na sake Khul ke ro bhi paate nahi Kya rog hai hum kyun bhala Jo hain woh ho jaate nahi Tere jaisa tu hai Mere jaisi main hoon x (2) Tere mere jaisa koyi hoga kyun Tere jaisa tu hai Mere jaisi main hoon Sapnon se tu zinda Sapnon se hi main zinda hoon Jhoothi si duniya ki Parwah humne karni hi kyun Kuchh khaas hai, kuchh khoob hai Tujhmein mujhko hai yeh khabar Ik dosti sach se kareeb Dooja sathi tera sabar Tere jaisa tu hai Mere jaisi main hoon Tere jaisa tu hai Mere jaisi main hoon Tere mere jaisa koyi hoga kyun Tere jaisa tu hai Mere jaisi main hoon x (2)"
189,Achche Din,Fanney Khan,Amit Trivedi,Amit Trivedi,Irshad Kamil,2018,"Khuda tumhein pranaam hai saadar Par toone di bas ek hi chaadar Kya odhein kya bichhayenge Mere achche din kab aayenge? x (2) Do roti aur ek langoti Ek langoti aur woh bhi chhoti Ismein kya badan chhupayenge Mere achche din kab aayenge? x (2) Main khaali khaali tha Main khaali khaali hoon Main khaali khaali khoya khoya sa x (2) Mere achche din kab aayenge? x (2) Ho geet nahi yeh mera dard hai Kaise yeh rozana hi gaata jaaun main Khaali khaali jebon mein khwaab hain Khwaab hain poore jo hote nahi Waqt hua nakhoon ke jaisa Bedardi se jisko main kaatun Roz zarurat aur khwahish ke Beech mein khud ko kaise main baatun Mere tukde ho jayenge Mere achche din kab aayenge? x (2) Main khaali khaali tha Main khaali khaali hoon Main khaali khaali khoya khoya sa x (2) Mere achche din kab aayenge? x (2) Achche din, achche din ho ho ho x (4) Na jaane yeh kab aayenge?"
190,Lagi Hawa Dil Ko,Nawabzaade,"Mika Singh, Gurinder Seagal, Altamas, Nettle",Gurinder Seagal,Sandeep Nath,2018,"Aankhon ne teri jo bhi hai kaha Meri aankhon ne ik pal mein padh liya x (2) Baaton ne teri ishara kar diya Dil ko hamare awara kar diya Jaaniya mere jaaniya Tu banke saya sang hai Jaaniya mere jaaniya Tu rooh ka rang hai Lagi hawa dil ko Ishq di lagi hawa dil ko x (4) Lagi lagi.. Nazar ki khidkiyan khul rahi hain Zuban pe misri se ghul rahi hain Samaa yeh kuchh albela ho gaya x (2) Fiza nashe mein machal rahi hain Hawayein madhyam si chal rahi hain Samaa yeh kuchh albela ho gaya Mere dil ka tere dil se Jo taaka judd gaya Kuchh phurr sa hua Aur dil ka tota udd gaya Ishq ishq teri hawa lag gayi Dil ko mere teri hawa lag gayi Ishq ishq teri hawa lag gayi ho x (4) Ho jisko maanga tha dil ne Usne awaaz lagayi Tumse kuchh kehna hai Yeh kehke meri life banayi x (2) Sweet sweet si, heat heat si Sweet sweet si, heat heat si Lagi hawa dil ko Lagi lagi lagi lagi hawa dil ko Ishq ki lagi hawa dil ko x (4)"
191,Amma Dekh,Nawabzaade,"Gurinder Seagal, Sukriti Kakar",Gurinder Seagal,Kumaar,2018,Baalon mein gel laga ke Shoo shaa kare Roke jo daddy usko Foo faa kare Taaji taaji chadhi jawani Amma dekh dekh dekh Tera munda bigda jaaye Bebe dekh dekh dekh Tera munda bigda jaaye x (2) Aa dekh aunty dekh Tera ladka bigda jaaye Ladka hai toofani yeh hath nahi aaye Ladkiyan pataye unko gaadi mein ghumaye Oh jhooth tujhse kehta Teri jhoothi kasmein kaaye Iska peena karwa de Buri sangat ko chhutwa de Ladkiyon se lambi baatein Iska pre paid tu katwa de Gaadi pe taala lagwa de Disko mein jaana chhutwa de Koyi degree ise dila de Iska future set karwa de Isko roj bitha ke phook utaar Awarepan ka bhoot Toone de rakhi hai chhoot Tabhi kare roj nayi kartoot Aa dekh aunty dekh Tera ladka bigda jaaye Ladka hai toofani yeh hath nahi aaye Aunty dekh Aunty dekh oh aunty dekh Dekh dekh dekh dekh dekh dekh Amma dekh dekh dekh Tera munda bigda jaaye Bebe dekh dekh dekh Tera munda bigda jaaye x (2) Main mummy tera laal dulara Kaala teeka laa de Mujhse bhi pehle bigde Kitne nawabzaade Tere laad se jalte hain Kyun teri samajh na aaye Ha aivein hi kahi jaande aa Amma dekh dekh dekh Tera munda bigda jaaye Bebe dekh dekh dekh Tera munda bigda jaaye x (2)
192,Halka Halka,Fanney Khan,Sunidhi Chauhan,Amit Trivedi,Irshad Kamil,2018,"Main dekhoon jo tujhko to pyaas badhe Tu roz, tu roz, do ghoont chadhe Mujhse tu na mujhse kabhi bichhde Tu roz, tu roz, do ghoont chadhe Yeh jo halka halka suroor hai Yeh jo pehla pehla suroor hai Tera ishq mera fitoor hai Tera ishq hai ya fitoor hai Maine khud ko tujh pe luta diya Tera hoke khud ko mita diya Yeh jo halka halka suroor hai Yeh jo pehla pehla suroor hai Tere husn ko yeh gurur hai Mere husn ka yeh kasoor hai Maine khud ko tujh pe luta diya Tera hoke khud ko mita diya Tu har ek pehlu se khaas lage Tu paas hai aaj to pyaas lage Mehki si tu koyi mithaas lage Tu paas hai aaj to pyaas lage Yeh jo halka halka suroor hai Yeh jo pehla pehla suroor hai Tera ishq mera fitoor hai Tera ishq hai ya fitoor hai Maine khud ko tujh pe luta diya Tera hoke khud ko mita diya Yeh jo halka halka suroor hai Yeh jo pehla pehla suroor hai Tere husn ko yeh gurur hai Mere husn ka yeh kasoor hai Maine khud ko tujh pe luta diya Tera hoke khud ko mita diya Teri chaah mein, teri raah mein Teri behki behki nigaah mein Maine khud ko tujh pe luta diya"
193,Saansein,Karwaan,Prateek Kuhad,Prateek Kuhad,Prateek Kuhad,2018,Saansein meri ab befikar hain Dil mein base kaise yeh pal hain Baatein sambhal jaa rahi hain Palkon mein yoon hi hansi hai Man mein chhupi kaisi yeh dhun hai Har khaahishein uljhi kidhar hain Pairon se zakhmi jameen hai Nazrein bhi thehri hui hain Hai ruki har ghadi Hum hain chalein raahein yahin Yeh manzilein humse khafa thi In par chayi oss si bewafa thi Baahon mein ab khoyi hain raatein Haathon mein khuli hain yeh shaamein Yeh subha hai nayi Hum hain chalein raahein yahin Main apne hi mann ka hausla hoon Hai soya jahan par main jaga hoon Main peeli sehar ka nasha hoon Main madhosh tha ab main yahan hoon Saansein meri ab befikar hain Dil mein base kaise yeh pal hain Naghmein khile hain ab saare Pairon tale hain mashalein Thamm gayi hai zameen Hum hain chalein raahein yahin Main apne hi mann ka hausla hoon Hai soya jahan par main jaga hoon x (2)
194,Mummy Kasam,Nawabzaade,"Gurinder Seagal, Payal Dev",Gurinder Seagal,"Kunaal Vermaa, Ikka",2018,"Ho kamsin ho aisi jo dynamite ho Humse phir uski pillow fight ho x (2) Launde sabhi feel jealous karein Gardan pe meri aisi love bite ho De pappi.. De pappi, le pappi kissa khatam Kisi se kahoonga na mummy kasam Mummy kasam, mummy kasam Secret rahega karenege jo hum x (2) Mummy kasam oh mere sanam Tujhe dil mein basa ke rakhoonga Tujhe touch karoonga Too much karoonga Aur yeh baat main na kisi se kahoonga Jab baat khol di To nahi Shahrukh se kam Tujhe mujhse chura le Nahi itna kisi mein dum Yeh jo tere aage pichhe Maare chakkar hain Sab bachcha logon ke daddy hain hum Hum, daddy hain hum Arre ja ja dekhe tere jaise lover Pehle tu kar tera focus clear Aashiq mere sun nahi main duffer Love karoongi dekh ke tera ghar Tu credit Tu credit card main tera ATM Jismein cash hoga kabhi bhi na kam Mummy kasam, mummy kasam Secret rahega karenege jo hum x (2) "
195,Chad Gayi Hai,Gold,"Vishal Dadlani, Sachin-Jigar",Sachin-Jigar,Vayu,2018,"Ho peg pehla yaar ke naam ka Kare dooja kaam dava ka Teeje ne kiya dhamaka Humne taal pakad li Jag karta chen chen chen chen Hum daaru khenchein khenchein Aur bheegya chhe chhe chhe chhe Chaubees ho gayi Ho mera hosh hua gubbara Hum naachein tara ra ra Koyi de do ab to sahara Hoye hoye hoye hoye hoye Ke chad gayi hai Ho mujhko chad gayi hai Chad gayi hai Ho mujhko chad gayi hai x (2) Ke thodi lapak ke chad gayi Lapak ke chad gayi Lapak ke chad gayi hai Ho mujhko lapak ke chad gayi Lapak ke chad gayi Chadh gayi, chadh gayi hai Ho aaj to jalsa karna humko Na ho koyi adanga re Oho ho ho aaj to jalsa karna humko Na ho koyi adanga Chak-lak, chak-lak naacho gao Naach karo bedhanga Oho peene ka mila bahana Na hosh ka raha thikana Gir jaaun to mujhe uthana Soongh gayi hai Ho mujhko chad gayi Chad gayi hai Ho mujhko chad gayi hai x (2) Ke thodi lapak ke chad gayi Lapak ke chad gayi Chadh gayi, chadh gayi hai"
196,Paniyon Sa,Satyameva Jayate,"Atif Aslam, Tulsi Kumar",Rochak Kohli,Kumaar,2018,"Jo tere laagi preet mohe Rooh baar baar tera naam le Kyon rab se hai maangi yehi dua Tu hathon ki lakeerein thaam le Chup hain baatein Dil kaise bayan mainkarun Tu hi kehde woh jo Baat main keh na sakun Ki sang tere paniyon sa Paaniyon sa, paniyon sa behta rahun Tu sunti rahe main kahaniyan sa kehta rahun Ki sang tere baadlon sa Baadlon sa, baadlon sa udta rahun Tere ek ishare pe teri ore mudta rahun Aaadhi zamin, aadha aasmaan tha Aadhi manzilein, aadha raasta tha Ek tere aane se mukammal hua sab yeh Bin tere jahaan bhi bewajah tha Tera dil banke main sath tere dhdakun Khud ko tujhse ab door na jaane doon Ki sang tere paniyon sa Paaniyon sa, paniyon sa behta rahun Tu sunti rahe main kahaniyan sa kehta rahun Ki sang tere baadlon sa Baadlon sa, baadlon sa udta rahun Tere ek ishare pe teri ore mudta rahun"
197,Tera Fitoor,Genius,Arijit Singh,Himesh Reshmiya,Kumaar,2018,Tera fitoor jabse chadh gaya re Tera fitoor jabse chadh gaya re Ishq jo zara sa tha woh badh gaya re Tera fitoor jabse chadh gaya re Tu jo mere sang chalne lage To meri raahein dhadkane lage Dekhun jo na ik pal main tumhein To teri baahein tadpane lage Ishq jo zara sa tha woh badh gaya re Tera fitoor jabse chadh gaya re Tera fitoor jabse chadh gaya re Hathon se lakeerein yehi kehti hain Ki zindagi jo hai meri Tujhi mein ab rehti hain Labon pe likhi hai mere dil ki khwaahish Lafzon mein kaise main bataun Ik tujhko hi paane ke khaatir Sabse judaa main ho jaaun Kal tak maine the khwaab jo dekhe Tujhmein woh dikhne lage Ishq jo zara sa tha woh badh gaya re Tera fitoor jabse chadh gaya re Tera fitoor jabse chadh gaya re
