,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
81,Azadi,Gully Boy,"Divine, Dub Sharma","Divine, Dub Sharma","Divine, Dub Sharma",2019,"Azadi Bhukhmari se, azadi Haan bhed bhaav se, azadi Haan pachhwaad se, azadi Hum leke rahenge, azadi Tum kuchh bhi kar lo, azadi Azadi.. Ho tera pinjra mein jaal ni khana Parindeya ne udd jaana tera pinjra Tera mukk jaana sara lana baana Parindeya ne udd jaana tera pinjra x (2) Freedom, freedom Haan bahut baithe chup chaap Kya ghante ka insaaf Desh kaise hoga saaf Inki neeyat mein hai daag Sirf karte rahenge baat Alag shakal wohi jaat Vote milne par yeh khaas Phir gayab poore saal Haan mera bhai hai to Noton ki sarkaar hai na Note se banate apne beton ko Yeh star hain na Kitne bekaar kyun yeh Aapas mein jhankar hai na Baaki poora desh doobe Inki naiya paar hai na Achchi vidya chahiye Achcha khaasa maal dena Nal mein paani chahiye Khade reh le line mein na Zameen apni par note dikha kar sign lena Drugs laaye yeh phir Dhakel denge crime mein na Akela insaan phir gaadi teri chaar kyun? Ghar mein hai chaar phir rooms tere 8 kyun? Paison se nai bante kudrat se hum khaas kyun? Teri peedhi ka soch woh kaise lenge saans kyun? Kya shu Ek tarfa tarazo Kya shu Aa teri hansi mere aansu Kya shu Aa ghut ghut ke kyun saans loon Kya shu Usse dega kya hisaab tu? Ho tera pinjra mein jaal ni khana Parindeya ne udd jaana tera pinjra Tera mukk jaana sara lana baana Parindeya ne udd jaana tera.. Aa nahi ban’na mujhe Slumdog Millionaire Yeh slumdog hai mission pe Sidham ke keede chhode inke apne kafan pe Bachpan se chhura rakha hai Inhone apne gardan pe Mastak mein yeh likhte galat Seekhte galat, chheenkte halak Par kisi ko parwah nahi Yeh saitaan hain insaan nahi Dharam ke naam pe kaam nahi Dharam banaya insaan hi Paison ke liye yeh tha sabhi Dimaag lada kar jaan ke bhi Dhasne laga tu kaan ka bhi Istemaal kar tu zabaan ka bhi An-dekha ka kyun hai jaan ke bhi An-dekha ka kyun hai jaan ke bhi Sachai mein tu sama kabhi Achai se tu kama kabhi Iss gandh ko karna saaf abhi Iss gandh ko karna saaf abhi Iss gandh ko karna saaf abhi Kya shu Ek tarfa tarazo Kya shu Aa teri hansi mere aansu Kya shu Aa ghut ghut ke kyun saans loon Kya shu Usse dega kya hisaab tu haan? Haan, ho bolo azadi Bolo azadi Ho bolo azadi Ho bolo azadi Ho bolo azadi Give me freedom"
82,Doori,Gully Boy,Ranveer Singh,Rishi Rich,"Javed Akhtar, Divine",2019,"Koi mujhko yeh bataaye Kyun yeh doori aur mazboori Is duniya ki kya story Kiske hath mein iski dori Right mein building asmaano ko chu rahi Left mein bachchi bhookhi sadkon pe so rahi Kaisi yeh mazboori Paisa rehna hai zaroori Nahi to kaise hogi poori teri seenazori Lambi gaadi jitni kiski khuli Aaye chawal ki khaali bori ae Paison se bhari poori Kaisi yeh mazboori Haan, bol na Ab dekho to hum paas hain lekin Socho kitni doori hai Ab kaisi yeh mazboori hai Ab socho kitni doori hai x (2) Yeh to saara 200 taka done hai Jitna kala tera man, utna kala tera dhan Do tafra shoot karte bole gun Yeh tarfa karte hain chilam Wahan pe peti peti dhan Yahan pe kheti kheti gandh Ek duniya mein do duniya ujala ek andhera Ek seth ji aur ek chela Kahin to moti mail mein koi jee raha hai akela Kahin to local dibbe mein hai rele pe hai rela Unki sewa inki mewa Ab dekho to hum paas hain lekin Socho kitni doori hai Ab kaisi yeh mazboori hai Ab socho kitni doori hai x (2) Ghar pe sabke apne apne gham hain Deewarein zyada aur bole Kamre yahan kam hain Soch mein yeh wajan hai Kyunki khaali yeh bartan hai Mera karma ya karam hai Ab to todna bharam hai Mujhko seene se laga ke kuchh nahi kehti Meri maa bas roti, meri maa meri fauji Meri maa meri boli Meri lori matt rona matt rona Ab to honi hai an-honi Ab honi hai an-honi maa Ab dekho to hum paas hain lekin Socho kitni doori hai Ab kaisi yeh mazboori hai Ab socho kitni doori hai x (2)"
83,Sadke Jawaan,SP Chauhan,"Palak Muchhal, Kamal Khan",Vibhas,Dr Devendra Kafir,2019,Sadke sadke tere sadke sadke Tere sadke sadke jawaan Sajde sajde tainu sajde sajde Tainu sajde sajde pawaan x (2) Maangu main mohabbton ki Khuda usse maangu Teri hi dua main saari Dua usse maangu Aasmaan ki chhat pe tera Naam likh doon taaron se Aankhon ko bhar loon apni Pyar ke dedaron se Kurbaan main tere dholna Sadke sadke tere sadke sadke Tere sadke sadke jawaan Sajde sajde tainu sajde sajde Tainu sajde sajde pawaan x (2) Dholna dholna Sath mein rahe tu jab tak Utni ho zindagi Ik pal ke vaaste bhi Rahoon na juda kabhi x (2) Bas tujhi se jaake judte Raaste sabhi mere Bas tere hi vaaste hi hain Vaaste sabhi mere Kurbaan main tere dholna Sadke sadke tere sadke sadke Tere sadke sadke jawaan Sajde sajde tainu sajde sajde Tainu sajde sajde pawaan x (2)
84,Mere Gully Mein,Gully Boy,"Ranveer Singh, DIVINE, Naezy","DIVINE, Naezy, Sez","DIVINE, Naezy",2019,"Mic check bole Kya bol rele gully boy Kya bol rele MC sher Arre apun kuchh karte hain na Yaar apne pubic ke liye Karte hain na Aiba Patel Log ke liye bhai Haan apne Pasha log ke liye Oho ek number! Tum kidhar ho, kidhar ho tum abhi? Bombay Satara mein bhai Tum kidhar ho? 59 Tere shooteron ka khaas Mere gully mein Ho poore shehar ki awaaz Mere gully mein Prayer, aarti ya namaaz Mere gully mein Maa pe gaali to chamaat Mere gully mein Ho police aayi lagi waat Mere gully mein Ek number saari baat Mere gully mein Achcha woh nikli tere gully se Par ab woh mere gully mein Ho mere gully mein Gully gully gully mein x (2) Ho tere shooteron ka khaas Mere gully mein Ho poore shehar ki awaaz Mere gully mein Ho mere gully mein Gully gully gully mein x (2) Ho police aayi lagi waat Mere gully mein Ek number saari baat Mere gully mein Dekho to idhar Mere gully mein hai ghar Chhote chhote lekin zara dekho Dil mein hai jagah beshumar De pukar kabhi bhi gully se Madad dene ko taiyar Gareebi chalenge lekin Farebi karenge nai Jalebi talenge lekin Pateli rukhegi nahi Jahaan bhi chalenge bole Hatela jhukega nai Kyon? Kyunki hatela hai Meri gully ka tareeka Saleeka sikhela hai Roshan chaukat yeh avli bawaali ae Raunak Bombay ki chawli kamaali ae Sohbat bahut’ch maohabbat wali ae Daulat shohrat jaake kama le woh Banta bachchi bommai Girgit pakde patri par Machhi wachhi phansaye Khitpit kare marzi par Chhapre chadve chhapri deve Iski topi uske sar Aadi karve jo bhi chepan chappi Uske pasli par Ho mere gully mein Gully gully gully mein x (2) Woh tere shooteron ka khaas Mere gully mein Ho poore shehar ki awaaz Mere gully mein Ho mere gully mein Gully gully gully mein x (2) Ho police aayi lagi waat Mere gully mein Ek number saari baat Mere gully mein Masti hai khali bali Chalta main jabhi jabhi Phere money money Sab kuchh navi navi Chhokri sath tere Chhatti mujhe ghadi ghadi Karte kuchh nahi Baatein sirf badi badi Bichha doon patte tere Khelta nahi rummy wummy Main aur aafat sath Gaane mein koyi kami nahi Ghar se kali joint jali dum legi legi Hath ghoomi saath lage Bhaage mummy mummy Mushkil naam ki ladki hai Jispe mausi bhadki hai Doosri ladki kadki hai Jispe sabki hat’ti hai Teesri hum pe marti hai Khushi sab samajthi hai Chor mere gully mein? Woh to saala mantri hai Role mere galli mein Ek se ek khatri hai Jhol mere gully mein Poora karke vatt liye Police aayi gully mein Re chal chal chal Mere shooter saare vatt liye Ho mere gully mein Gully gully gully mein x (2) Woh tere shooteron ka khaas Mere gully mein Ho poore shehar ki awaaz Mere gully mein Ho mere gully mein Gully gully gully mein x (2) Ho police aayi lagi waat Mere gully mein Ek number saari baat Mere gully mein Mere gully mein"
85,Apna Time Aayega,Gully Boy,Ranveer Singh,"DIVINE, Ankur Tewari",-,2019,"Apna time aayega Uth ja apni raakh se Tu udd ja ab talaash mein Parwaaz dekh parwane ki Aasman bhi sar uthayega Aayega apna time aayega Mere jaisa shaana lala Tujhe na mil payega Yeh shabdon ka jwala Meri bediyan pighlayega Jitna toone boya hai tu Utna hi to khaayega Aisa mera khwaab hai Jo darr ko bhi satayega Zinda mera khwaab Ab kaise tu dafnayega Ab hausle se jeene de Ab khauf nahi hai seene mein Har raaste ko cheerenge Hum kaamyabi chheenenge Sab kuchh mila paseene se Matlab bana ab jeene mein Kyon Kyon ki apna time aayega Tu nanga hi to aaya hai Kya ghanta lekar jaayega Apna time aayega Apna time aayega Apna time aayega x (2) Tu nanga hi to aaya hai Kya ghanta lekar.. Kissi ka hath nahi tha sar par Yahaan par aaya khud ki mehnat se main Jitni taakat kismat mein nahi Utni rehmat mein hai Phir bhi ladka sehmat nahin hai Kyon ki hairat nahi hai Zaroorat yahaan marzi ki Aur jurrat ki hai Taakat ki hai, aafat ki Himaakat ki, ibaadat ki Adalat yeh hai chahat ki Mohobbat ki, amaanat ki Jeetne ki ab aadat ki hai Shohrat ki ab laalach nai hai Tere bhai jaisa koyi hard’ch nai hai Iss harkat ne hi barkat di hai Kyon? Kyon ki apna time aayega Tu nanga hi to aaya hai Kya ghanta lekar jaayega Apna time aayega Apna time aayega Apna time aayega Tu nanga hi to aaya hai Kya ghanta lekar jaayega Tu nanga hi to aaya tha Kya tu ghanta lekar jaayega Apna time aayega Apna time aayega"
86,Bheege Bheege,Amavas,"Ankit Tiwari, Sunidhi Chauhan",Ankit Tiwari,Anurag Bhomia,2019,Pyase pyase labon pe Barsa de baarishein Barsa de baarishein Sulga sulga badan hai Bhadki hain aatishein Bhadki hain aatishein Teri talab lagi hai har su Mera bikhra wahin hai woh sukun Oh bheege bheege se lamhe Bheege bheege se hum hain Bheege bheege par khaule khaule se Bheege bheege se hum hain Bheege bheege se lamhe Bheege bheege dil shone shone se Na ho ab bas mera Baahon mein kas le aa Hai tann badan toh tarr batar hua Dheere dheere Kuchh soch hai mehki Kuchh saansein behki behki Hai yeh asar jo iss kadar chhua Dheere dheere Geeli geeli hain yeh saasein Bheega bheega hai yeh mann Teri talab lagi hai har su Mera matlab yeh hai bas tu Oh bheege bheege se lamhe Bheege bheege se hum hain Bheege bheege par khaule khaule se Bheege bheege se hum hain Bheege bheege se lamhe Bheege bheege dil shone shone se
87,Beh Chala,URI ,"Yasser Desai, Shashwat Sachdev",Shashwat Sachdev,Raj Shekhar,2019,"Zindagi haan thode thode faasle the Kuchh tere, kuchh mere kyun darmiyan Zindagi haan thi jo shikayaton ko Kuchh toone, kuchh maine suljha liya x (2) Tere ishaaron pe main chalta raha Mere ishaaron pe tu bhi chal kabhi x (2) Beh chala, beh chala Musafir kahan beh chala Beh chala, beh chala x (2) Aadhe aadhe yahin Aadhe aur kahin Zindagi haan toote toote tinkon ko Chun lein hum, bun lein hum ik ashiyaan Zindagi haan chhote chhote par leke Chal dekhein jayein kahan aasman Katra katra main tujhe chunta raha Katra katra phir tu bhi bikhar gayi Katra katra main tujhe chunta raha Katra katra tu bhi bikhar gayi Beh chala, beh chala Musafir kahan beh chala Beh chala, beh chala x (2) Hain hum mile sau sau dafa Phir bhi kyun tu mile ajnabi ki tarah Hai manzilein sab kahin yahan Phir bhi raaston mein Raaste ulajh rahe yahan Kitna bhi main chaloon teri ore Hoti kam hi nahi kyun kabhi dooriyan Tere ishaaron pe main chalta raha Mere ishaaron pe tu bhi chal kabhi x (2) Beh chala, beh chala Musafir kahan beh chala Beh chala, beh chala x (2) Aadhe aadhe yahin Aadhe aur kahin x (2) Zindagi haan"
88,Asli Hip Hop,Gully Boy,Ranveer Singh,Spitfire,Spitfire,2019,"Thanda kuchh nahi Sab garam hi garam hai Angar hai, angar hai 2 by 4, 2 se 4 hai Oho Khada hoon kaise main yahan pe ab na puchhna Dard shayari mein tujhko chahiye saboot kya Sikhar yeh soch par juda hoon main zameen se Yakeen tumko na par aage aaya main yakeen se Lakh nafratein hon sath maa ka pyar hai Hansi hai uski jeet meri Kaise jaaun haar main Kaat lo zuban, aasuon se gaaunga Gaad do beej hoon main, ped ban hi jaunga Dil tha tuta tab hip hop mere sath tha Ujaale milne mein mujhe Haan raat ka hi hath tha Kalakaar main, kal ko aakar doon Yehi hai mera dharm Meri doosri koyi jaat na Maa hai rab meri Gully yeh meri mashooka Ladka aida main jhukane pe bhi na jhuka Sunn rahe jo mujhe beshumar pyar unse Banata geet main Par main khud bana hoon tumse Gaur kar lo meri baaton pe tum dhyan do Nainon ko main namm karoon Sukoon main deta kaan ko Chilao zor se uthao apne hath tum Asli hip hop se milayein Hindustan ko Hindustan ko, haan ji Hindustan ko Asli hip hop se milayein hindustan ko x (2) Kya! Apna time aayega!"
89,Phir Mulaaqat,Cheat India,Jubin Nautiyal,Kunaal-Rangon,Kunaal Vermaa,2019,"Toh kya hua juda huye Magar hai khushi mile toh the Toh kya hua mude raaste Kuchh door sang chale toh the Dobara milenge kisi mod pe Jo baaki hai woh baat hogi kabhi Chalo aaj chalte hain hum Phir mulaaqat hogi kabhi Phir mulaaqat hogi kabhi Juda ho rahe hain kadam Phir mulaaqat hogi kabhi Dukhaun main dil jaate jaate tera Mera aisa koyi irada nahi Chhupa loonga main hans ke aansu mere Yeh teri khushi to zyada nahi Jo bichhde nahi to phir kya maza Zaroori hai rehni bhi thodi kami Nahi hoga kuchh bhi khatam Phir mulaaqat hogi kabhi Phir mulaaqat hogi kabhi Juda ho rahe hain kadam Phir mulaaqat hogi kabhi Sitaron ki iss bheed ko gaur se Ek aakhri baar phir dekh lo Yeh jo do alag se hain baithe huye Yeh tum ho, yeh main hoon yehi maan lo Yeh din mein nahi nazar aayenge Magal kal ko jab raat hogi kabhi Jo yeh roshni hogi kam Phir mulaaqat hogi kabhi Phir mulaaqat hogi kabhi Juda ho rahe hain kadam Phir mulaaqat hogi kabhi"
90,Bandeya Re Bandeya,Simmba,"Arijit Singh, Asees Kaur",Tanishk Bagchi,Rashmi Virag,2018,Kanka num tara num Tandar na num tara num x (2) Bandeya re bandeya Bandeya re bandeya Raah pe chal bandeya x (2) Ruk ja re bandeya Yeh raat zara si hai Baat samajh bandeya Kuchh der hi baaki hai Rakh yakeen aankhon se baadal Aaj hat jaayega Chaand teri aankhon mein bandeya Chal ke aayega Kanka num tara num Tandar na num tara num x (2) Bandeya.. Bandeya re bandeya Bandeya re bandeya Raah pe chal bandeya x (2) Tujhse hi khud shuruat hai Mere hath mein badlaav hai Na farz se ho bekhabar Toone bohat rakh hai sabar Haan abhi nahi to kabhi nahi Seene mein jala le aag Na aankh band kar jee bandeya Ab uth zara tu jaag Maana ki mushkil hai safar Par sunn o musafir Kahin agar tu ruka to Manzil aayegi na phir Kadam kadam milaye ja Gagan gagan jhukaye ja Rakh hausla kar faisla Tujhe waqt badalna hai Dar na tu bandeya Ruk na tu badneya Raah pe chal bandeya x (2) Kanka num tara num Tandar na num tara num x (2)
91,Dhadkan,Amavas,"Jubin Nautiyal, Palak Muchhal",Sanjeev Darshan,Sandeep Nath,2018,"Saans lene se bhi zyada Tum zaroori ho gaye Jee rahe thhe hum adhoore Tumse poore ho gaye x (2) Meri dhadkan, teri dhadkan Dono dlion ki ek hai tadpan Saans lene se bhi zyada Tum zaroori ho gaye Jee rahe thhe hum adhoore Tumse poore ho gaye Meri dhadkan, teri dhadkan Dono dlion ki ek hai tadpan Aankhein yeh meri jo bolti hain Dhadkan yeh teri woh tolti hai Jeene ke sawalon mein Yoon pyar ka rang bharna Yeh lafzon se phir kuchh bhi Mushkil ho bayan karna Meri dhadkan, teri dhadkan Dono dlion ki ek hai tadpan x (2)"
92,Kokh Ke Rath Mein,KGF,Ananya Bhat,Ravi Basrur,Nagendra Prasad,2018,Kokh ke rath mein mujhe Rakh kar chalti thi Kitna khush tha main maa Jab main ghabraya Tab tu apnaya Teri chunri hi saya tha maa Mere rag-rag mein Tera naam hai maa Tu hi mere dil ki saans ho maa Tandani na ne tane tandanu Tane nanu ne na x (2) Sapnon ko khoye hain Apno ko khoye hain Inko insaaf milta nahi Khoon bhi beh gaya Chain bhi udd gaya Dar mitane wale koyi nahi Tujhi ko inke khuda Banke rehna hai Tujhko karta hoon main yakeen Tandani na ne tane tandanu Tane nanu ne na x (2)
93,Mera Wala Dance,Simmba,"Neha Kakkar, Nakash Aziz","Lijo George, DJ Chetas",Kumaar,2018,"Mere ishare pe Tak dhina dhin naacha jo Twitter pe trend ho gaya Hey Nashik dhol pe Dhan dhana dhan naacha to Sabka the end ho gaya Hey mere ishare pe Tak dhina dhin naacha jo Twitter pe trend ho gaya Nashik dhol pe Dhan dhana dhan naacha to Sabka the end ho gaya Saari duniya mein ek hi famouns hai Mumbai ho ya Prague Aa dikha doon tujhe mera wala dance Yeh hai, yeh hai, yeh hai, yeh hai Mera wala dance To nachu Yeh hai mera wala dance To nachu Yeh hai mera wala dance Ik tere khatir hi Dil yeh passive hai Dil yeh passive hai Main tere peechhe pada Asar tera massive hai Asar tera massive hai x (2) Haye maine lakhon ko block karke hi Tujhko diya hai chance Hey aa dikha de mujhe Tera wala dance Dekhun to main kaisa hai yeh Tera wala dance To nacho Yeh hai mera wala dance To nacho Yeh hai mera wala dance"
94,Dil Mein Ho Tum,Cheat India,Armaan Malik,"Bappi Lahiri, Rochak Kohli","Manoj Muntashir, Farooq Qaiser",2018,"Chal diya dil tere peechhe peechhe Dekhta main reh gaya Kuchh to hai tere mere darmiyan Jo ankaha sa reh gaya Main jo kabhi keh na saka Aaj kehta hoon pehli dafa Dil mein ho tum, aankhon mein tum Pahli nazar se hi yaara Yeh ishq ki hai saazishein Lo aa mille hum dobara Dil mein ho tum, aankhon mein tum Pahli nazar se hi yaara Sarfira sa main musafir Paanv kahin thehre na mere Phir meri awaragi ko Aane lage khwaab tere Yeh pyar bhi kya qaid hai Koyi hona na chaahe riha Dil mein ho tum, aankhon mein tum Pahli nazar se hi yaara Pahli nazar se hi yaara"
95,Ann Bann,Zero,Kunal Ganjawala,Ajay-Atul,Irshad Kamil,2018,Ann bann teri meri thi Teri meri hai Baat yeh jhoothi hai Pal bhar auron ki tarah Maana tu zara Pyar mein roothi hai Apni ab ho na baat kahin Aise halaat nahi Mana badli hai teri nazar Badle jazbaat nahi Chhode se chhootegi tu na Chhode se chhootegi tu na Itna ho jaunga tera Aage se roothegi tu na Ann bann teri meri thi Teri meri hai Baat yeh jhoothi hai Pal bhar auron ki tarah Maana tu zara Pyar mein roothi hai Kam zara zara hans ke roz tadpan Kiya karoon par hai yeh bhi uljhan Lage mujhe hasna jhooth mera Dar laga rahe mujhko roz yeh bhi Tere hathon bhool se bhi Jaye kahin dil na toot mera Khair ab jo mile mujhe Woh sab mohabbat hai teri Khair hadh se ghuzarna bhi to Ek aadat hai meri Tanha rehna aasan kahan Mushkil yeh kaam lage Itna sach hai tu maan ise Hum tere naam lage Chhode se chhootegi tu na Chhode se chhootegi tu na Itna ho jaunga tera Aage se roothegi tu na Ann bann teri meri thi Teri meri hai Baat yeh jhoothi hai Pal bhar auron ki tarah Maana tu zara Pyar mein roothi hai
96,Tanha Hua,Zero,"Rahat Fateh Ali Khan, Jyoti Nooran, Altamash Faridi, Shadab Faridi",Ajay-Atul,Irshad Kamil,2018,Rabba duhaiyan Roothi parchhaiyan jaane anjane Main baar baar tanha Main roz roz tanha Main beshumar tanha hua x (2) Ankh mein nahi hai dekho Qatra koyi bhi uska haan Auron ka to hona kya tha Apna bhi main na ho sakaa Dil ki gehraiyan Poochhe sachchaiyan jaane anjane Main baar baar tanha Main roz roz tanha Main beshumar tanha hua x (2) Duniya ka mela dekhoon Khudko akela dekhoon Dil albela dekhoon ghamzada x (2) Dekh le ae dil bewafa Chahaton mein karke wafa Yaadon se pa loonga main Apna bana loonga main Jaan gawa loonga main is dafa x (2) Meri aggwaiyan Karti ruswaiyan jaane anjane Main yaar yaar kehna Main yaar yaar kehna Ohde naal naal rehna sada x (2) Main baar baar tanha Main roz roz tanha Main beshumar tanha hua x (4)
97,Heer Badnaam,Zero,Romy,Tanishk Bagchi,Kumaar,2018,Ho rang tera ishq hai farzi Ki vekhi teri main taan khudgarzi Tu har din Heer badalda ae Teri bewafai wali daaru mainu chadh gayi Ho Ranjhe jaake tu dass de Rabb nu Ki main taan aake thug lai sab nu Ae haiga ilzam tere te Sunn lai tu aake Heer badnaam karti naam karti Tu jhoothiyan mohabbatan paake x (2) Tu neeyat da khota Ranjhe Baad tere kaun re Main vi yaari jhoothi karni Keh diyan by God ve Main tere pichhe hunn nahio rona Ishq vich baaghi hona Ae haiga ilzam tere te Sunn lai tu aake Heer badnaam karti naam karti Tu jhoothiyan mohabbatan paake x (4)
98,Aala Re Aala,Simmba,"Dev Negi, Goldi",Tanishk Bagchi,Shabbir Ahmed,2018,"Aala re aala Simmba aala! Hey Simmba! Machinga machinga dhol abhi bajenga Dhina dhin dhaap dekho aaj raja nachenga Nachenga nachenga aaja raja nachenga Machinga machinga dhol abhi bajenga Dhina dhin dhaap dekho aaj raja nachenga Aaya tera aaya raja Naach mere saath aaja Bhool ke tu baju wali khidki ki Lene aaya, lene aaya Simmba teri firki x (2) Ek dooni do, do dooni chaar Kya kya na nachega sara nachega bazar Teen tikke nau, nau nukke barah Sare mohalle mein sabka hai pyara Aaya tera aaya raja Naach mere saath aaja Bhool ke tu baju wali khidki ki Lene aaya, lene aaya Simmba teri firki x (2) Aala re aala Simmba aala!"
