,Song,Movie,Singers,Musicians,Lyricists,Year,Lyrics
50,Main Woh Chand,Tera Surroor 2,Darshan Raval,Himesh Reshammiya,Sameer Anjaan, ,"Ashkon mein hain yaadein teri Bheegi bheegi raatein meri Gumm hai kahi raahein meri Main tere ishq mein gumraah hua Main tere ishq mein gumraah hua Main woh chaand jiska Tere bin na koyi aasman Main woh chaand jiska Tere bin na koi aasman Meri duavon mein hai mannat teri Tujhko padha hai tu hai aayat meri Jannat tu hi hai, tu hona na dur Azzmat hai tujhse tuhi hai mera nur Dil ki salakhen kaid rakkhe hai Jaise parinda koyi, haan koyi Ashkon mein hain yaadein teri Bheegi bheegi raatein meri Gumm hai kahi raahein meri Main tere ishq mein gumraah hua Main tere ishq mein gumraah hua Main woh chaand jiska Tere bin na koyi aasman Main woh chaand jiska Tere bin na koi aasman"
51,Itemwaale,Tere Bin Laden ,Ram Sampath,Ram Sampath,Munna Dhiman, ,"All time party sharty, party sharty x (2) Upar se neeche tak Sharbat ke pyaale hain Arre dekhta ja Tujhko kya dekhane waale hain Hum itemwaale hain Hum itemwale hain By God hum sach mein Tere chaahne waale hain Tere well wisher hain Part time lover hain Oh teri duva kareinge Oh tera bhala karenge By god hum sach mein Tere chaahne waale hain Hum itemwaale hain Hum item waale hain By God hum sach mein Tere chaahne waale hain Party sharty party sharty Party sharty party sharty Jab-jab teri duniya mein Ghangor andhera chhayega Ek item song aayega Aur tujhko raah dikhaega Item karne ko hamne Yeh body hai banaai Arre kitne chooran khaaye Badi hai shug lagaai Tere seene mein fit hona hai Tere sath hi jaake sona hai Fit hona hai, fit hona hai Hum itemwaale hain Hum itemwale hain By God hum sach mein Tere chaahne waale hain Main bhi item hu, tu bhi item hai Paise khilake huye number one hain By god hum sach mein Tere chaahne waale hain Hum itemwaale hain Hum itemwale hain By God hum sach mein Tere chaahne waale hain"
52,Saathiya,Love Shagun,Kunal Ganjawala,Rishi Siddharth,Moied Elhaam, ,"Aye khuda shukriya oho Jo toone diya Hai paas mere hey hey Jo hai mera, jo hai mera Jo hai mera Dil pe khushi chaane lagi hai Jannat baaho mein aane lagi hai Aane lagi hai jannat baahon mein Saathiya, saathiya ishq tera Sathiya, sathiya ishq tera Saathiya, saathiya ishq tera Kuchh pal hain yaadon ke Haseen saughat hi sahi Nam ho jaaye aankh gar Nayi shuruaat hi sahi Saathiya ishq tera x (2)"
53,Oh My God,Ishq Forever,"Siddharth Mahadevan, Sarosh Nanavaty",Nadeem Saifi,-, ,"Naughty naughty mundey Hottie hottie kudiyaan Jaise 440 ka volt x (2) Oh my god, oh my god x (2) Mood mein jo aayenge Floor ko hilaayege Chaahe aayein kitne bhi odd Oh my god, oh my god x (2) What a girl, what a smile What a babe, what a style She is so beautiful She can rock the night She has got attitude I wanna hold her tight What a girl, what a smile What a babe, what a style She is so beautiful She can rock the night She has got attitude I wanna hold her tight Thoda thoda flirt hai Thoda thoda craze hai Aur bada lagta hai hot x (2) Oh my god, oh my god x (2)"
54,Ishq Ki Baarish,Ishq Forever,"Javed Ali, Shreya Ghoshal",Nadeem Saifi,Sameer Anjaan, ,"Ishq ki baarish hai yeh Ishq ki barish hai yeh Ishq mein bheegein aa Aaja mere yaar, aaja mere yaar Ishq ke rang mein mausam Ishq ke rang mein mausam Ishq mein beda paar Aaja mere yaar x (4) Mujhey teri baato mein aana nahin Kisi se kabi dil lagaana nahin Pata jis galli ka pata hi na ho Mujhey us galli mein to jaana nahin Ishq mein dhokha laage Ishq mein dhokha laage Ishq se hai inkar Mere sarkaar x (4) Tann hi nahin mera mann bhi geela geela Yeh mausam lagta hai kitna nashila Tu diwaani tujhko hosh na tera Main hun pareshan ab kyaa hoga mera Hone de jo bhi ho Hone de jo bhi ho Kar na fikar bekar Aaja mere yaar x (4) Maine kis mushkil mein jaan phansaai Mere peechhe meri museebat aayi Aisa dilkash mauka na ayega Haath malega baad mein pachhtayega Pyaar mohabbat se na Pyaar mohabbat se na Mera koyi darkar Mere sarkaar x (4) Ishq ki baarish hai yeh Ishq ki baarish hai yeh Ishq mein bheegein aa Aaja mere yaar x (4)"
55,Meri Ankhon Se Nikle Ansoo,Ishq Forever,"Rahat Fateh Ali Khan, Shreya Ghoshal",Nadeem Saifi,Rahat Fateh Ali Khan, ,"Meri ankhon se, ankhon se nikle ansoo Mera dil, mera dil hua bekabu Meri ankhon se, ankhon se nikle ansoo Mera dil, mera dil hua bekabu Toone jabse nigaah pheri, main marr gaya Main marr gaya, main marr gaya Maine tujhpe hi, tujhpe yaqeen kiya Mera dil, mera dil toone tod diya Arre tu to jafaa ki hadd se ghuzar gaya Ghuzar gaya, ghuzar gaya Jo bhi huva, jaise huva Abhi na tumse chhupaunga Kabhi kahi milo jo tum Tumhein haqeekat bataoonga Jo chot dil pe hai lagi Use na main seh paoongi Yeh haadsa, yeh bebasi Kisi se na keh paoongi Meri duniya mein thi bas tu hi tu Meri ankhon se, ankhon se nikle ansoo Toone jabse nigaah pheri, main marr gaya Main marr gaya, main marr gaya Jo har ghadi yaado mein tha Woh lamha maine bhula diya Woh aks jo aankhon mein tha Maine use bhi mita diya Saanson mein hai teri wafaa Aankhon mein hai teri nami Tere siwa yeh zindagi Jaise koyi banjar zameen Toone mujhko yu tanha chhod diya Mera dil, mera dil toone tod diya Arre tu to jafaa ki hadd se ghuzar gaya Ghuzar gaya, ghuzar gaya Meri ankhon se, ankhon se nikle ansoo Mera dil, mera dil hua bekabu Toone jabse nigaah pheri, main marr gaya Main marr gaya, main marr gaya"
56,Jeete Hain Chal,Neerja,Kavita Seth,Vishal Khurana,Prasoon Joshi, ,"Om triyambakam yajamhe Sugandhem pushtiwardhanam Purvarukamev bandhana Mrityormukshi yamaamrata Kehta yeh pal khudse nikal Jeete hain chal, jeete hain chal Jeete hain chal Gham musafir tha jaane de Dhoop aagan mein aane de Jeete hain chal, jeete hain chal Jeete hain chal Talwon ke neeche hai Thandi si ek dharti Kehti hai aaja daudenge Yaado ke bakson mein Zinda si khushbu hai Kehti hai sab peechche chhodenge Ungliyo se kal ki reit behne de Aaj aur abhi mein khudko rehne de Kehta yeh pal khudse nikal Jeete hain chal, jeete hain chal Jeete hain chal Ek tukda hasin chakh le Ik dalli zindgi rakh le Jeete hain chal, jeete hain chal Jeete hain chal Hichki ruk jaane de Sisski tham jaane de Iss pal ki yeh ghuzarish hai Marna kyun jee lena Boondo ko pee lena Tere hi sapno ki barish hai Paaniyo ko raste tu banaane de Roshni ke peechhe khud ko jaane de Kehta yeh pal khudse nikal Jeete hain chal, jeete hain chal Jeete hain chal Om triyambakam yajamhe Sugandhem pushtiwardhanam Purvarukamev bandhana Mrityormukshi yamaamrata Purvarukamev bandhana Mrityormukshi yamaamrata Kehta yeh pal khudse nikal Jeete hain chal, jeete hain chal Jeete hain chal, jeete hain chal"
57,Khuda Hai Tere Andar,Ghayal Once Again,Arijit Singh,Shankar Ehsaan Loy,Amitabh Bhattacharya, ,Bas ek chingaari se aag lagti hai Woh chingaari to soi hai tere hi sine me Zamaana jaisa hai usse vaisa hi rehne de Bataao na maza hi kya hai aise jine me Bas ek chingaari se aag lagti hai Woh chingaari to soi hai tere hi sine me Karta hai kyun shikayate Pehle sudhaar aadate Ek ek boond se hi ban-ta hai samandar Khud pehla qadam utha Khud apni qasam tu kha Tujhko pata nahin khuda hai tere andar Nakaamiyo ke bahane hazaaro hai Kiska kasur kahein Par zimmedaari hamari bhi ban-ti hai Itna zarur kahein Jo ho raha hai aakhon ke aage hai Nazrein kyun pher len hum Apne iraado se manzar badalne ka Sar pe surur rahe Mere yaara mere yaara sunle Dil ki pukar zara Sachchaaiyan sari nazdik hain tere Jo dhundhe tu milengi woh tujhe aayine me Zamaana jaisa hai usse vaisa hi rehne de Bataao na maza hi kya hai aise jine me Karta hai kyun shikayate Pehle sudhaar aadate Ek ek boond se hi ban-ta hai samandar Khud pehla qadam utha Khud apni qasam tu kha Tujhko pata nahin khuda hai tere andar Tujhko pata nahin khuda hai tere andar x (2)
58,Hairaani,Love Shagun,"Arijit Singh, Sakina Khan",Rishi Siddharth,Siddharth Amit Bhavsar, ,Kuchh raaste manzilon ko chhoo ke Mud jaate hain Kuchh naatey judte judte hi Toot jaate hain Hairaani hoti hai Aankhein jo roti hain Is shehar mein humsafar hai jhootha Dil jigar bhi khudse kyon hai rootha Mere pyaar ke mehal ka Har ik kaanch toota Sachcha tera khuda to kya Pyaar mera jhootha Kyun mitate mit-te nahin hain yeh pal Kyun aaj mein qaid hai mera kal Hairani hoti hai Aankhein jo roti hain Hairaani hoti hai Aankhein jo roti hain Hairaani oo..
59,Expectation,Ishq Forever,Neeti Mohan,Nadeem Saifi,Sameer Anjaan, ,"Expectation kitni hai re Kya batayein, kya sunaayein Jee mein to aata hai Ki chhod de padhayi re Kitni maze ki hogi Freedom ki ladayi re History chemistry kabhi Samajh na aayi re Yolo yolo, yolo yolo Yolo yolo, yolo, yolo yolo Yeah! c’mon You only live once You only live once Anything you wanna do it Do it right now Wanna feel happiness Do it right now Wanna get freedom Do it right now Don’t worry what they say Just do it right now Daddy ka nishana hai 100 percent lana hai Mummy ki tamanna hai Doctor hi banana hai yeah! Yeh frustration kaisi hai re Kya batayein, kya sunaayein Wo jee mein to aata hai Ki chhod de padhayi re Kitni maze ki hogi Freedom ki ladayi re History chemistry kabhi Samajh na aayi re.. yeah You only live once x (2) Mil ke saare friends sabhi Love disco mein jayein hum Jo apni desire hai yeah Poori karke aayein hum Yeh temptation kabse hai re Kya batayein, kya sunaayein Wo jee mein to aata hai Ki chhod de padhayi re Kitni maze ki hogi Freedom ki ladayi re History chemistry kabhi Samajh na aayi re"
60,Mera Kissa,Direct Ishq,Swati Sharrma,Vivek Kar,A. M. Turaz, ,Baantne lage kyun mujhey Dil ki mansha poochhti kya hai Mujhme duniya dhoondhti kya hai Aisi hoon na waisi hoon Main bhi sala tum jaisi hoon Phir kyun mujhko baant’ti hai Main hakk maangun to daant’ti hai Bass itna hai mera kissa Baant ke rakh tu mera hissa x (2) Tumko sala pata nahin hai Ladki hona khata nahin hai Jitna jag pe hakk tera Utna hi mera hakk hai Phir bhi sala jaane kyun Tujhko mujhpe hi shaq hai kyun Bass itna hai mera kissa Baant ke rakh tu mera hissa x (2) Hum na hote to kya hota Tanha baithe ghutt ghutt rota Kaun dil ki marammat karta Kaun tujhse muhabbat karta Sabke dil mein baste hain hum Phir bhi sala saste hain hum Bass itna hai mera kissa Baant ke rakh tu mera hissa x (2)
61,Ranga Re,Fitoor,"Sunidhi Chauhan, Amit Trivedi",Amit Trivedi,Swanand Kirkire, ,"Bheegi bheegi hain chaahtein Bheeni bheeni hai raat Main rang banke pighlee hu tere sath Ranga re oh dil, ranga re tere rang Ranga re teri rooh me main ghull gayi Teri gehri saason mein kho gaye ehsass Main rang banke behti hu tere hath Ranga re oh dil, ranga re tere rang Ranga re teri rooh me main ghull gayi Tujhe nasibon se main chura lu Tujhe apni saason mein mai jagah du Teri rag-rag mein aaj behke Main mere fun ko jila du, main jila lu Hoke teri jhulfo se uttre raat Rok lun yeh lamha Ke tere hothon se chhoo ke aaj Chhoo lu aag Main ranga re Ho haan main ranga re Tere rang ranga re Tere jism mein main ghul gaya"
62,Tere Liye,Fitoor,"Sunidhi Chauhan, Jubin Nautiyal",Amit Trivedi,Swanand Kirkire, ,"Maine poochha yeh dil se Main kyun hun jahaan mein Ek dhadkan boli tere liye Maine yaaden tarashee Aur khaab bana di Nai duniya basa di tere liye Tere liye, tere liye x (2) Jo main kehta hun, jo sunta hun Jo sehta hun tere liye Main girtha hun, sambhalta hun Fir chalta hun tere liye Koyi dard hun gehra Koyi aks hun bisra Main kyaa hun bata de tere liye Yaadon ka chehra, koyi khaab sunehara Main kyaa hun bata de tere liye Tere liye, tere liye x (2) Main khoya sa ek lamha hun Bas is pal hun tere liye Main awara baadal hun Bas is pal hun tere liye Mere har marz ki tu dawa hai Huyi hai kabool woh dua hai Yeh ulfat hai ya koyi nasha hai Jisey chhoona chaahe woh dhuan hai Tere liye, tere liye x (2) Jo main kehta hun, jo sunta hun Jo sehta hun tere liye Main girtha hun, sambhalta hun Fir chalta hun tere liye"
63,Hone Do Batiyaan,Fitoor,"Nandini Srikar, Zeb Bangash",Amit Trivedi,Swanand Kirkire, ,"Hone do batiyaan, hone do batiyan Kone mein dil ke pyar pada hai Tanha tanha dilo ki dil se Hone do batiyaan, hone do baatein Hone do batiyan, hone do baatein Hone do batiyaan, Hone do batiyan Seene mein chhup ke dhadke dil Tanha tanha dilo ki dil se Hone do batiyaan, hone do baatein Hone do batiyan, hone do baatein Raat ke darr pe kab se khadi hain Bhini bhini subah Kholo jharoke fiza hai benur Sang chale hain, sang pale hain Dhoop chhaiyan donon Suno baato se banti hai baatein bolo Hone do batiyaan, hone do batiyan Kone mein dil ke pyar pada hai Tanha tanha dilo ki dil se Hone do batiyaan, hone do baatein Hone do batiyan, hone do baatein Haan main bhi hu maati Tu bhi hai maati Tera mera kyaa hai Kyu hain khade hum khudse itni door Saason mein teri, saason mein meri Ek hi to hawa hai Mar jayenge hum yun na humko chodo Hone do batiyaan, hone do batiyan Kone mein dil ke pyar pada hai Tanha tanha dilo ki dil se Hone do batiyaan, hone do baatein Hone do batiyan, hone do baatein x (2)"
64,Chitta Kukkad,Loveshuda,"Neha Kakkar, Gippy Grewal",-,-, ,"Chitta kukkad banere te Chitta kukkad banere te Kashni dupatte valiye Munda sadke tere te Kashni dupatte valiye Munda sadke tere te Chitta kukkad banere te  Dhol te jad dulhan hilandi hip zara Dhol te jad dulhan hilandi hip zara Dulha kehnda hat jo, ennu ghar hun lai javaan Baang dende kukkad, te memaan kehndi vaah Baang dende kukkad, te memaan kehndi vaah Dulha kehnda hat jo, ennu ghar hun lai javaan Dhol te jad dulhan hilandi hip zara Baang dende kukkad, te memaan kehndi vaah Chitta kukkad banere te te Chitta kukkad banere te Ho dulhan inni chamke jiven taare paayein jhappiyan Nikke nikke munde vi tenu de ke jaayein pappiyan Like oh my god she’s so pretty Is kukkad di murgi chitti Kukkad nu flying kiss ditti Auntiyan sab kehndi aww Dulha kehnda hat jo, ennu ghar hun lai javaan Dhol te jad dulhan hilandi hip zara Baang dende kukkad, te memaan kehndi vaah Dulha kehnda hat jo, ennu ghar hun lai javaan Chitta kukkad banere te Kashni dupatte valiye Munda sadke tere te Tere te, tere te Ho jad ae song vajega Har kukkad nachega Har murgi jachegi, karegi show stop ni Dulha cake katega Par share ni karega Vanilla flavour dulhan With cherry on the top ni Lovely couple ne sab de dilan ton Sharm kad di ve Rap karde ne uncle te auntiyan di booty matakdi ve Sab ton vadiya wedding, sab ton sohni jodi, maan lo Kha lo, pee lo, nach lo, jodi nu bas ghar jaan do Chitta kukkad floor te, nachda, tapda, gaunda gaana Sohni dulhan chuk ke, munde ne honeymoon te jaana Chitta kukkad floor te, ennu tussi delay na karaana Sohni dulhan naal hun, munde ne honeymoon manaana Wedding chal rahi savere se Ho na handle ab mere se Rasamon se total pak gaya Aa kar lein rasam ab andhere mein, andhere mein"
65,Total Talli,Loveshhuda,"Parichay, Teesha Nigam",Parichay,-, ,"Party rahe jaari Hona hai total drunk Kar lo sab taiyyari Daaru ka laya truck Koi bhi brand kare dilbar demand Aaj botal mein boond na bache (Aaj botal mein boond na bache) Main total talli Main total talli ho gaya Ho gaya, ho gaya haan x (4) Ho gaya, ho gaya haan Ho milegi na din mein Kabhi bhi yeh raatein Nashe mein tu kar le Hai dil mein jo baatein Bouncer se keh de hamein wo na toke Chalaaye subah tak yeh music na ruke Chaahe daaru ho, par apna hai plan Aaj botal mein boond na bache Aaj botal mein boond na bache Aaj botal mein boond na bache Main total talli Main total talli ho gaya Ho gaya, ho gaya haan x (4) Aaj botal mein boond na bache Main total talli ho gaya Ho gaya, ho gaya Aaj botal mein boond na bache Main total talli ho gaya Ho gaya, ho gaya haan"
66,Pashmeena,Fitoor,Amit Trivedi,Amit Trivedi,Swanand Kirkire, ,Pashmina dhaago ke sang Koyi aaj bunne khwab aise kaise Vaadi me goonje kahin Naye saaz yeh ravaab aise kaise Pashmina dhaago ke sang Kaliyo ne badle abhi yeh mizaaj Ehsass aise kaise Palko ne khole abhi naye raaz Jazbat aise kaise Pashmina dhaago ke sang Koyi aaj bunne khwab aise kaise Kaccchi hawa kachcha dhuan ghul raha Kachcha sa dil lamhe naye chun raha Kachchi si dhoop kachchi dagar fisal rahi Koyi khada chupke se keh raha Main saya banoon tere peechhe chaloon Chalta rahoon.. Pashmina dhaago ke sang Koyi aaj bunne khwab aise kaise
67,Bewajah,Sanam Teri Kasam,Himesh Reshammiya,Himesh Reshammiya,Sameer Anjaan, ,Yaado ki qaid me giraftar ho gaya dil Darbadar ishq me taar-taar ho gaya dil Yaado ki qaid me giraftar ho gaya dil Darbadar ishq me taar-taar ho gaya dil Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Yaado ki qaid me giraftar ho gaya dil Darbadar ishq me taar-taar ho gaya dil Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Kisi aur ko tu chahe Kisi aur ko tu soche Iss dil ko nahi ye gawaara hai Furqatt ka sharara hai Kaisa angaara hai Teri tishangi ne mujhe mara hai Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Rahe sath adoorapan Chahe main jahan bhi rahu Kahin sabra na mujhe aata hai Meri berang dunia me Mere saath tera hona Mujhe rahat kyon de jaata hai Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Yaado ki qaid me giraftar ho gaya dil Darbadar ishq me taar-taar ho gaya dil Yaado ki qaid me giraftar ho gaya dil Darbadar ishq me taar-taar ho gaya dil Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma Bewajah nahi milna tere mera Rehnuma rehnuma rehnuma
68,Kheech Meri Photo,Sanam Teri Kasam,"Neeti Mohan, Akasa Singh, Darshan Raval",Himesh Reshammiya,Sameer Anjaan, ,Mood ashiqana hai Subah ghar jana hai Toone kaisa jaadoo hai kia Lamha ye suhaana hai Time nai ganwana hai Jeene ka maza le saathiya Tu kheech meri photo Tu kheech meri photo Tu kheech meri photo pia x (4) Khaabon ka town hai Raat bhi brown hai Kyaa hua kucch nahi Do hi drink down hai Nashe me hum nahi hain Ye samaa nashila hai Paani bhi peete hain To laghta hai tequila hai Mood ashiqana hai Subah ghar jana hai Toone kaisa jaadoo hai kia Lamha ye suhaana hai Time nai ganwana hai Jeene ka maza le saathiya Tu kheech meri photo Tu kheech meri photo Tu kheech meri photo pia x (4)
69,Haal-e-Dil,Sanam Teri Kasam,Sreerama Chandra / Neeti Mohan,Himesh Reshammiya,Sameer Anjaan, ,"Haal-e-dil mera poochho na sanam x (2) Aapke ishq ki madhosi mein Duba hai yeh aalam Haal-e-dil mera poochho na sanam x (2) Jab shaam aaye tum yaad aaye Toofan laye yaadon mein tum Bebaak si hai har ek tamanna Ghustakhion mein ab dil hai gumm Khwaabo ke kafile, baato ke silsiley Sath mere chale Raat din har ghadi sarghosi mein Khoya hai yea aalam Haal-e-dil mera poochho na sanam x (2) Jaane kahan se tum paas aaye Hue paraye mujhse sabhi Jeene lagi hai har saans meri Ab door jana na tum kabhi Tham gaya hai sama Pal bhi hai khushnuma Main akela yahan Aapke pyas ki khamoshi se Bhiga hai yea aalam Ho haal-e-dil mera poochho na sanam Haal-e-dil mera poochho na sanam"
70,Tera Chehra,Sanam Teri Kasam,Arijit Singh,Himesh Reshammiya,Shabbir Ahmed, ,Meri bechainiyo ko chain mill jaye Tera chehra jab nazar aaye Tera chehra jab nazar aaye Mere diwanepan ko sabra mill jaaye Tera chehra jab nazar aaye Tera chehra jab nazar aaye Zikra tumhara jab-jab hota hai Dekho na aakhon se Bhiga bhiga pyar beh jata hai Meri tanhaiyo ko noor mil jaye Tera chehra jab nazar aaye Tera chehra jab nazar aaye Main raat din yeh dua karoon Tere liye main jiyoon maroon Chaaro pehar tujhe dekha karoon Mera jahan yeh tujhpe fana karoon Zikra tumhara jab-jab hota hai Dekho na hotho pe tera ehsas reh jata hai Mere har raste ko manzil mill jaye Tera chehra jab nazar aaye Tera chehra jab nazar aaye Berang hawayein mujhe na jane De gayi sada kyun abhi abhi Hai sarfaroshi yeh ashiqui bhi Jayegi jaan meri ismein kabhi Zikra tumhara jab-jab hota hai Dekho har lamha teri dastan Keh jata hai Meri har ik tadap ko sukun mil jaye Tera chehra jab nazar aaye Tera chehra jab nazar aaye
71,Main Teri Yaadon Mein,Sanam Teri Kasam,Arijit Singh,Himesh Reshammiya,Subrat Sinha, ,"Main teri yaadon mein khoya Main teri yaadon mein uljha x (2) Teri yaado ka hai sama Tere bin main, main na raha x (2) Sham-o-sehar kaise lagte zehar jaise Tere bageir aise Socha nahi kaise hu dar-badar jaise Hogi bassar aise Khamoshiyan hai khata meri Tanhaian hai saza meri Samjha rahi hai yeh duriyan Teri meri nazdikiyan Haan teri yaado ke gham hain Hai teri yaado ki khushiyan x (2) Tere bin jeena kya mera Tere bin main, main na raha x (2) Sabko khabar hai yeh meri sehar hai tu Kyaa bekhabar hai tu Itni zara si to haan hai tujhe kehni Keh de nazar se tu Kya itni hain majbooriyan Kyun itni na manzooriyan Ek mukhtsar si baat hai Phir zindagi bhar ka sath hai Main teri yaado mein jaga Main teri yaado mein soya x (2) Tere bin jeena kya mera Tere bin main, main na raha x (2)"
72,Yeh Fitoor Mera,Fitoor,Arijit Singh,Amit Trivedi,Swanand Kirkire, ,Zindagi ne ki hain kaisi saazishen Poori huyi dil ki woh farmaaishen Maangi dua ek tujh tak ja pahuchi Parvardighara.. parvardhigara.. Kaisi suni toone meri khamoshi Ho parvardhigara Yeh fitoor mera laya mujhko hai tere karib Yeh fitoor mera rehmat teri Ye fitoor mera maine badla re mera nasib Yeh fitoor mera chahat teri Oh parvardighara.. parvardhigara.. Dheeme dheeme jal rahi thi khwaahishen Dil mein dabi ghutt rahi farmaaishen Ban ke dhuan woh tujh tak ja pahuchi Parvardhigara.. parvardhigara.. Diwanagi ki hadh maine nochi oh parvardhigara Yeh fitoor mera laya mujhko hai tere karib Yeh fitoor mera rehmat teri Ye fitoor mera maine badla re mera nasib Yeh fitoor mera chahat teri Oh parvardighara.. x (2)
73,House Party,Kyaa Kool Hain Hum 3,"Sajid-Wajid, Shalmali Kholgade",Sajid-Wajid,Danish Sabri, ,"First floor se aati hai complain Meri building waale Mujhse tang ho na jaayen x (2) Yaaro friend mere nach rahe hain Meri padosiyon se jung ho na jaaye kyunki Aaj house party hai x (11) Party party party hai Chalo bottle shottle kholo Daru se munh ko dho lo Aakhon se kaam chala lo Hothon se kuchh na bolo Itna na pee ki chadh jaaye sar pe Phir tu kahegi mujhe chhod aao ghar pe Masti karo ji kis baat ka darr hai Rent pe nahin mera khud ka ghar hai Ghar ki diwarein saari kaanp rahi hain Kyun ki baju waali item Ghar mein jhaank rahi hai Dim dim light hai Romantic night hai x (2) Sabki nighahein baby teri meri side hain Mujhe kyaa pata, meri kyaa khata Mujhe kyaa khabar kyaa wrong, kyaa right hai Afsana likh raha hoon dil-e-bekarar ka Aaj karni hai party kyunki din hai etwar ka To karle, to karle, to karle, to karle kyunki Aaj house party hai x (8) First floor se aati hai complain Meri building waale Mujhse tang ho na jaayen Yaaro friend mere nach rahe hain Meri padosiyon se jung ho na jaaye kyunki Aaj house party hai x (4) Party party party hai Aaj house party hai x (7)"
74,Chhote Chhote Tamashe,Sanam Re,Shaan,Jeet Gannguli,Manoj Muntashir, ,Chhote chhote tamashe Jaise pani batache Hathon se na jaane de Houle houle jharoke Chal kholen khushi ke Thodi hava to aane de Dabe dabe paon zaraa chale aao Ye pal milenge kahan Ye zindagi hai aur kya Ek chutkula hans de zaraa Khafa khafa kyon hai tu Chhote chhote tamashe Jaise pani batache Hathon se na jaane de Houle houle jharoke Chal kholen khushi ke Thodi hava to aane de Thodi thodi zora-zori Thodi thodi chori shori kar len Bholi-bhali pyaari pyaari Yaaden saari jholi me aa bhar len x (2) Ye zindagi hai aur kya Ek chutkula hans de zaraa Khafa khafa kyon hai tu Chhote chhote tamashe Jaise pani batache Hathon se na jaane de Houle houle jharoke Chal kholen khushi ke Thodi hava to aane de Khatte meethe amon jaise Pedo se aa lamhe saare toden Resha resha dhaga dhaga Dilon ki ye moti maala joden x (2) Ye zindagi hai aur kya Ek chutkula hans de zaraa Khafa khafa kyon hai tu Chhote chhote tamashe Jaise pani batache Hathon se na jaane de Houle houle jharoke Chal kholen khushi ke Thodi hava to aane de
75,Tere Liye,Sanam Re,Ankit Tiwari,Mithoon,Mithoon, ,"Tere liye khud ko badal dein Tere liye kuchh bhi kar dein Vaada hai yeh tujhse mera Ab sadaa ke liye Tere liye saasein le rahe Tere liye har din jee rahe Tu hai mera, main hun tera Ab sadaa ke liye Khud pe koyi haq raha na hamara Tere liye hum hain jiye Phir ab na hoga yeh ishq dubara Tere liye hum hain jiye Tu hai mera, main hun tera sahara Tere liye hum hain jiye Mar ke bhi de doonga yeh qafaara Tere liye hum hain jiye Ho tere liye hum hain jiye Jism ka nahin tera mera rishta Roohon ka yeh rishta hai Koyi dekhe jab surat meri To dikhe tera chehra hai Tu panah meri, tu saya mera Tu makan mera, main basera tera Tu manzil meri, main musafir tera Tujh pe hi main aake ruka Khud pe koyi haq raha na hamara Tere liye hum hain jiye Phir ab na hoga yeh ishq dubara Tere liye hum hain jiye Tu hai mera, main hun tera sahara Tere liye hum hain jiye Mar ke bhi de doonga yeh qafaara Tere liye hum hain jiye Ik din yeh umra dhal jayegi Zindagi poori ho jayegi Tab bhi tu rehna paas yoon mera Jab dil ki dhadkan tham jayegi Teri baahon mein dum nikle mera sanam Hai bas ab yehi aakhri duaa Khud pe koyi haq raha na hamara Tere liye hum hain jiye Phir ab na hoga yeh ishq dubara Tere liye hum hain jiye Tu hai mera, main hun tera sahara Tere liye hum hain jiye Mar ke bhi de doonga yeh qafaara Tere liye hum hain jiye Ho tere liye hum hain jiye"
